key;verbatimScientificName;scientificName;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
8302110;Frontonia terricola;Frontonia terricola Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae;Frontonia;Frontonia terricola
5281229;Funaria hygrometrica;Funaria hygrometrica Hedwig, 1801;EXACT;98;ACCEPTED;SPECIES;Plantae;Bryophyta;Bryopsida;Funariales;Funariaceae;Funaria;Funaria hygrometrica
5;Fungi;Fungi;EXACT;94;ACCEPTED;KINGDOM;Fungi;;;;;;
8423614;Furgasonia trichocystis;Furgasonia trichocystis (Stokes, 1894) Jankowski, 1964;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Furgasoniidae;Furgasonia;Furgasonia theresae
8391563;Fuscheria lacustris;Fuscheria lacustris Song & Wilbert, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;Fuscheria lacustris
7513833;Fuscheria nodosa;Fuscheria nodosa Foissner;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;Fuscheria nodosa
8188416;Fuscheria terricola;Fuscheria terricola Berger, Foissner & Adam, 1983;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;Fuscheria terricola
3456755;Gaeumannomyces graminis;Gaeumannomyces graminis (Sacc.) Arx & D.L.Olivier, 1952;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Gaeumannomyces;Gaeumannomyces graminis
3132570;Galinsoga parviflora;Galinsoga parviflora Cav.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Galinsoga;Galinsoga parviflora
9039392;Galium mollugo;Galium mollugo L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium mollugo
2913321;Galium physocarpum;Galium physocarpum Ledeb.;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium rubioides
2913556;Galium uliginosum;Galium uliginosum L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium uliginosum
7431306;Gastronauta derouxi;Gastronauta derouxi Blatterer & Foissner, 1992;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Chilodonellida;Gastronautidae;Gastronauta;Gastronauta derouxi
8254475;Gastronauta membranaceus;Gastronauta membranaceus Engelmann, 1889;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Chilodonellida;Gastronautidae;Gastronauta;Gastronauta membranaceus
7949381;Gastrostyla dorsicirrata;Gastrostyla dorsicirrata Foissner, 1982;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gastrostyla;Gastrostyla dorsicirrata
8071411;Gastrostyla minima;Gastrostyla minima Hemberger, 1985;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gastrostyla;Gastrostyla mystacea
7436272;Gastrostyla muscorum;Gastrostyla muscorum Kahl, 1932;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gastrostyla;Gastrostyla muscorum
8259839;Gastrostyla steinii;Gastrostyla steinii Engelmann, 1862;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gastrostyla;Gastrostyla steinii
2554333;Geastrum saccatum;Geastrum saccatum Fr.;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Geastrum;Geastrum saccatum
4080;Geophilidae;Geophilidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Chilopoda;Geophilomorpha;Geophilidae;;
4676;Geraniaceae;Geraniaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Geraniales;Geraniaceae;;
7466389;Gerbera;Gerbera L.;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Gerbera;
8409932;Gerbera jamesonii;Gerbera jamesonii Bolus;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Gerbera;Gerbera jamesonii
7436182;Glaucoma gigantea;Glaucoma gigantea Grandori & Grandori, 1934;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Glaucomidae;Glaucoma;Glaucoma gigantea
5359660;Glycine max;Glycine max (L.) Merr.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Glycine;Glycine max
2558209;Gongronella;Gongronella Ribaldi;EXACT;94;ACCEPTED;GENUS;Fungi;Zygomycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Gongronella;
2558212;Gongronella butleri;Gongronella butleri (Lendn.) Peyronel & Dal Vesco;EXACT;98;ACCEPTED;SPECIES;Fungi;Zygomycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Gongronella;Gongronella butleri
8367055;Gonostomum affine;Gonostomum affine (Stein, 1859) Sterki, 1878;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gonostomum;Gonostomum affine
7846057;Gonostomum kuehnelti;Gonostomum kuehnelti Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gonostomum;Gonostomum kuehnelti
8118053;Gonostomum strenua;Gonostomum strenua Engelmann, 1862;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gonostomum;Gonostomum strenuum
3152652;Gossypium;Gossypium L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Gossypium;
9760148;Granofilosea;Granofilosea;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Granofilosea;;;;
7614723;Grossglockneria acuta;Grossglockneria acuta Foissner, 1980;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Grossglockneria;Grossglockneria acuta
8408153;Grossglockneria hyalina;Grossglockneria hyalina Foissner, 1985;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Grossglockneria;Grossglockneria hyalina
2512861;Guepiniopsis buccina;Guepiniopsis buccina (Pers.) L.L.Kenn.;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Guepiniopsis;Guepiniopsis buccina
3085251;Gypsophila;Gypsophila L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Gypsophila;
3760350;Halocnemum strobilaceum;Halocnemum strobilaceum M.Bieb.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Halocnemum;Halocnemum strobilaceum
7784583;Halterioforma caudata;Halterioforma caudata Horváth, 1956;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligotrichea;Halteriida;Halteriidae;Halterioforma;Halterioforma caudata
2558227;Halteromyces radiatus;Halteromyces radiatus Shipton & Schipper;EXACT;98;ACCEPTED;SPECIES;Fungi;Zygomycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Halteromyces;Halteromyces radiatus
7350316;Haplocaulus terrenus;Haplocaulus terrenus Foissner, 1981;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vorticellidae;Haplocaulus;Haplocaulus terrenus
2171;Hartmannellidae;Hartmannellidae;EXACT;96;ACCEPTED;FAMILY;Protozoa;Amoebozoa;Lobosa;Amoebida;Hartmannellidae;;
7553903;Hastatella radians;Hastatella radians Erlanger, 1890;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Hastatellidae;Hastatella;Hastatella radians
8078110;Hausmanniella discoidea;Hausmanniella discoidea (Gellert, 1956) Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Hausmanniella;Hausmanniella discoidea
7737031;Hausmanniella patella;Hausmanniella patella (Kahl, 1931) Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Hausmanniella;Hausmanniella patella
8253072;Hausmanniella quinquecirrata;Hausmanniella quinquecirrata Gellert, 1955;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Hausmanniella;Hausmanniella quinquecirrata
8351737;Hedera helix;Hedera helix L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Araliaceae;Hedera;Hedera helix
9206251;Helianthus annuus;Helianthus annuus L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Helianthus;Helianthus annuus
2284094;Helicotylenchus;Helicotylenchus Steiner, 1945;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Hoplolaimidae;Helicotylenchus;
3631293;Helosciadium nodiflorum;Helosciadium nodiflorum W.D.J.Koch;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Helosciadium;Helosciadium nodiflorum
8256548;Hemiamphisiella granulifera;Hemiamphisiella granulifera (Foissner, 1987) Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella granulifera
8227189;Hemiamphisiella quadrinucleata;Hemiamphisiella quadrinucleata (Foissner, 1984) Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella quadrinucleata
7477764;Hemiamphisiella terricola;Hemiamphisiella terricola Foissner;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella terricola
7981508;Hemiamphisiella wilberti;Hemiamphisiella wilberti (Foissner, 1982) Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella wilberti
8311170;Hemisincirra gellerti;Hemisincirra gellerti (Foissner, 1982) Foissner, 2001;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemisincirra;Hemisincirra gellerti
7479147;Hemisincirra gracilis;Hemisincirra gracilis (Foissner, 1982) Foissner, 1984;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha gracilis
7355433;Hemisincirra inquieta;Hemisincirra inquieta Hemberger, 1985;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemisincirra;Hemisincirra inquieta
7399328;Hemisincirra kahli;Hemisincirra kahli (Buitkamp, 1977) Hemberger, 1984;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemisincirra;Hemisincirra buitkampi
7611475;Hemisincirra muelleri;Hemisincirra muelleri Foissner, 1986;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Vermioxytricha;Vermioxytricha muelleri
8274582;Hemisincirra pori;Hemisincirra pori (Wilbert & Kahan, 1986) Foissner, 1987;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Lamtostylides;Lamtostylides pori
7403734;Hemisincirra similis;Hemisincirra similis (Foissner, 1982) Berger, 2008;EXACT;97;SYNONYM;SPECIES;Chromista;Ciliophora;;;;Hemiurosoma;Hemiurosoma similis
7515415;Hemisincirra wenzeli;Hemisincirra wenzeli Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemisincirra;Hemisincirra wenzeli
8181004;Heracleum austriacum;Heracleum austriacum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Heracleum;Heracleum austriacum
3034830;Heracleum sphondylium;Heracleum sphondylium L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Heracleum;Heracleum sphondylium
9180955;Herpetomonas;Herpetomonas Donovan, 1909;EXACT;94;ACCEPTED;GENUS;Protozoa;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Herpetomonas;
2283969;Heterodera;Heterodera Schmidt, 1871;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Heteroderidae;Heterodera;
265;Heterolobosea;Heterolobosea;EXACT;94;ACCEPTED;CLASS;Protozoa;Percolozoa;Heterolobosea;;;;
4900802;Heteromitidae;Heteromitidae;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Sarcomonadea;Cercomonadida;Heteromitidae;;
2181976;Histiostoma feroniarum;Histiostoma feroniarum (Dufour, 1839);EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Arachnida;Astigmata;Histiostomatidae;Histiostoma;Histiostoma feroniarum
9744773;Hodophilus hymenocephalus;Hodophilus hymenocephalus (A.H.Sm. & Hesler) Birkebak & Adamčík, 2016;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Hodophilus;Hodophilus hymenocephalus
7933468;Holosticha adami;Holosticha adami Foissner, 1982;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha adami
8287515;Holosticha australis;Holosticha australis Blatterer & Foissner, 1988;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha australis
7770058;Holosticha bergeri;Holosticha bergeri Foissner, 1987;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha bergeri
7876308;Holosticha distyla;Holosticha distyla Buitkamp, 1977;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha distyla
8028953;Holosticha islandica;Holosticha islandica Berger & Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha islandica
7406837;Holosticha manca;Holosticha manca Kahl, 1932;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha manca
7918817;Holosticha monilata;Holosticha monilata Kahl, 1928;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha monilata
7879294;Holosticha multistilata;Holosticha multistilata Kahl, 1928;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha multistilata
7832910;Holosticha muscicola;Holosticha muscicola Gellert, 1956;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha muscicola
7434181;Holosticha muscorum;Holosticha muscorum Kahl, 1932;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holosticha;Holosticha muscorum
7979862;Holosticha sigmoidea;Holosticha sigmoidea Foissner, 1982;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha sigmoidea
7858582;Holosticha stueberi;Holosticha stueberi Foissner, 1987;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha stueberi
7861564;Holosticha sylvatica;Holosticha sylvatica Foissner, 1982;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha sylvatica
7787475;Holosticha tetracirrata;Holosticha tetracirrata Buitkamp & Wilbert, 1974;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha tetracirrata
7922505;Holostichides chardezi;Holostichides chardezi Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holostichides;Holostichides chardezi
7997569;Holostichides terricola;Holostichides terricola Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holostichides;Holostichides terricola
7578575;Holostichides wilberti;Holostichides wilberti (Song, 1990) Eigner, 1994;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Holostichides;Holostichides wilberti
3481158;Holwaya mucida;Holwaya mucida (Schulzer) Korf & Abawi;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Leotiomycetes;Helotiales;Tympanidaceae;Holwaya;Holwaya mucida
8294946;Homalogastra setosa;Homalogastra setosa Kahl, 1926;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Uronematidae;Homalogastra;Homalogastra setosa
2706050;Hordeum;Hordeum L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Hordeum;
2706052;Hordeum jubatum;Hordeum jubatum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum jubatum
2706056;Hordeum vulgare;Hordeum vulgare L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Hordeum;Hordeum vulgare
2984535;Humulus lupulus;Humulus lupulus L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Cannabaceae;Humulus;Humulus lupulus
2586813;Hyalorbilia;Hyalorbilia Baral & G.Marson;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Hyalorbilia;
2523318;Hygrocybe;Hygrocybe (Fr.) P.Kumm.;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;
8369786;Hygrocybe reidii;Hygrocybe reidii Kühner;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe reidii
9758565;Hymenochaetopsis olivacea;Hymenochaetopsis olivacea (Schwein.) S.H.He & Jiao Yang, 2016;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Hymenochaetopsis;Hymenochaetopsis olivacea
2582306;Hymenoscyphus repandus;Hymenoscyphus repandus (W.Phillips) Dennis;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Hymenoscyphus;Hymenoscyphus repandus
2928979;Hyoscyamus albus;Hyoscyamus albus L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Hyoscyamus;Hyoscyamus albus
3202687;Hyphochytrium catenoides;Hyphochytrium catenoides Karling;EXACT;98;ACCEPTED;SPECIES;Chromista;Oomycota;Hyphochytrea;Hyphochytriales;Hyphochytriaceae;Hyphochytrium;Hyphochytrium catenoides
2584918;Hyphodiscus hymeniophilus;Hyphodiscus hymeniophilus (P.Karst.) Baral;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyphodiscus;Hyphodiscus hymeniophilus
2518830;Hyphodontia rimosissima;Hyphodontia rimosissima (Peck) Gilb., 1971;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Xylodon;Xylodon rimosissimus
7653024;Idiocolpoda pelobia;Idiocolpoda pelobia Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Idiocolpoda;Idiocolpoda pelobia
5414239;Ilex crenata;Ilex crenata Thunb.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Aquifoliales;Aquifoliaceae;Ilex;Ilex crenata
8163778;Ilsiella palustris;Ilsiella palustris Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Ilsiella;Ilsiella palustris
7847506;Ilsiella venusta;Ilsiella venusta Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Ilsiella;Ilsiella venusta
2891766;Impatiens;Impatiens L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ericales;Balsaminaceae;Impatiens;
2595140;Iodophanus carneus;Iodophanus carneus (Pers.) Korf;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Iodophanus;Iodophanus carneus
2928551;Ipomoea batatas;Ipomoea batatas (L.) Lam.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea batatas
2928538;Ipomoea hederacea;Ipomoea hederacea Jacq.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea;Ipomoea hederacea
9619850;Isolaimium;Isolaimium Cobb, 1920;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Araeolaimida;Isolaimiidae;Isolaimium;
2518115;Itersonilia;Itersonilia Derx;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Itersonilia;
2518117;Itersonilia perplexans;Itersonilia perplexans Derx;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Itersonilia;Itersonilia perplexans
7727825;Jaroschia sumptuosa;Jaroschia sumptuosa Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Jaroschiidae;Jaroschia;Jaroschia sumptuosa
3072953;Jatropha curcas;Jatropha curcas L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Jatropha;Jatropha curcas
3109185;Jurinea;Jurinea Cass.;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Jurinea;
8167665;Kahliella acrobates;Kahliella acrobates (Horváth, 1932) Corliss, 1960;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae;Kahliella;Kahliella acrobates
7802550;Kahliella simplex;Kahliella simplex (Horváth, 1934) Corliss, 1960;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae;Kahliella;Kahliella simplex
7944009;Kahlilembus attenuatus;Kahlilembus attenuatus (Smith, 1897) Foissner, Berger & Kohmann, 1994;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Cohnilembidae;Lembus;Lembus attenuata
7642388;Kalometopia duplicata;Kalometopia duplicata (Penard, 1922) Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Kalometopia;Kalometopia duplicata
7948573;Keronella gracilis;Keronella gracilis Wiackowski, 1985;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Urostylidae;Keronella;Keronella gracilis
7435552;Keronopsis algivora;Keronopsis algivora (Gellert, 1942) Foissner, 1998;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Keronidae;Keronopsis;Keronopsis algivora
7788463;Keronopsis alpestris;Keronopsis alpestris Kahl, 1932;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Keronidae;Keronopsis;Keronopsis alpestris
7408216;Keronopsis dieckmanni;Keronopsis dieckmanni Foissner, 1998;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Keronidae;Keronopsis;Keronopsis dieckmanni
8272070;Keronopsis helluo;Keronopsis helluo Penard, 1922;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Keronidae;Keronopsis;Keronopsis helluo
7624418;Keronopsis tasmaniensis;Keronopsis tasmaniensis Blatterer & Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Keronidae;Keronopsis;Keronopsis tasmaniensis
7596749;Keronopsis wetzeli;Keronopsis wetzeli Wenzel, 1953;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Keronidae;Parakeronopsis;Parakeronopsis wetzeli
8084909;Krassniggia auxiliaris;Krassniggia auxiliaris Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Krassniggia;Krassniggia auxiliaris
7920675;Kuehneltiella muscicola;Kuehneltiella muscicola Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Kuehneltiella;Kuehneltiella muscicola
7580283;Kuehneltiella terricola;Kuehneltiella terricola Foissner, 1990;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Kuehneltiella;Kuehneltiella terricola
