verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
Dokdonella ginsengisoli;Dokdonella ginsengisoli Ten & al., 2009;8138815;EXACT;98;ACCEPTED;SPECIES;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dokdonella;Dokdonella ginsengisoli
Dokdonella;Dokdonella Yoon & al., 2006;3222287;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dokdonella;
Dyella;Dyella Xie & Yokota, 2005;3222364;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dyella;
Luteimonas aestuarii;Luteimonas aestuarii Roh & al., 2009;5907331;EXACT;98;ACCEPTED;SPECIES;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas aestuarii
Luteimonas;Luteimonas Finkmann & al., 2000;3222298;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;
Lysobacter;Lysobacter Christensen & Cook, 1978;3222300;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;
Rhodanobacter;Rhodanobacter Nalin & al., 1999;3222358;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rhodanobacter;
Rudaea cellulosilytica;Rudaea cellulosilytica Weon & al., 2009;8286767;EXACT;98;ACCEPTED;SPECIES;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rudaea;Rudaea cellulosilytica
Rudaea;Rudaea Weon & al., 2009;7728833;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rudaea;
Stenotrophomonas;Stenotrophomonas Palleroni & Bradbury, 1993;3222368;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
Thermomonas;Thermomonas Busse & al., 2002;3222292;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;
Xanthomonas;Xanthomonas Dowson, 1939;3220012;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;
Xanthomonadaceae;Xanthomonadaceae;5611;EXACT;96;ACCEPTED;FAMILY;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;;
Xanthomonadales;Xanthomonadales;820;EXACT;96;ACCEPTED;ORDER;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;
Gammaproteobacteria;Gammaproteobacteria;362;EXACT;94;ACCEPTED;CLASS;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
Proteobacteria;Proteobacteria;111;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Proteobacteria;;;;;
Turneriella;Turneriella Levett & al., 2005;3228217;EXACT;94;ACCEPTED;GENUS;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae;Turneriella;
Leptospiraceae;Leptospiraceae;9541;EXACT;96;ACCEPTED;FAMILY;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Leptospiraceae;;
Spirochaeta;Spirochaeta Ehrenberg, 1835;3228138;EXACT;92;ACCEPTED;GENUS;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;
Spirochaetaceae;Spirochaetaceae;9542;EXACT;96;ACCEPTED;FAMILY;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;;
Spirochaetales;Spirochaetales;1476;EXACT;96;ACCEPTED;ORDER;Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;;;
Spirochaetes;Spirochaetes;217;EXACT;94;ACCEPTED;CLASS;Bacteria;Spirochaetae;Spirochaetes;;;;
Opitutus;Opitutus Chin & al., 2001;3229020;EXACT;94;ACCEPTED;GENUS;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;
Opitutaceae;Opitutaceae;5613;EXACT;96;ACCEPTED;FAMILY;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;;
Opitutales;Opitutales;8349054;EXACT;96;ACCEPTED;ORDER;Bacteria;Verrucomicrobia;Opitutae;Opitutales;;;
Opitutae;Opitutae;7669961;EXACT;94;ACCEPTED;CLASS;Bacteria;Verrucomicrobia;Opitutae;;;;
Luteolibacter;Luteolibacter Yoon & al., 2008;4575424;EXACT;94;ACCEPTED;GENUS;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;
Prosthecobacter;Prosthecobacter;3229032;EXACT;94;ACCEPTED;GENUS;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;
Verrucomicrobium;Verrucomicrobium Schlesner, 1988;3229030;EXACT;94;ACCEPTED;GENUS;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;
Verrucomicrobiaceae;Verrucomicrobiaceae;9545;EXACT;96;ACCEPTED;FAMILY;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;;
Verrucomicrobiales;Verrucomicrobiales;1479;EXACT;96;ACCEPTED;ORDER;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;
Verrucomicrobiae;Verrucomicrobiae;219;EXACT;94;ACCEPTED;CLASS;Bacteria;Verrucomicrobia;Verrucomicrobiae;;;;
Verrucomicrobia;Verrucomicrobia;48;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Verrucomicrobia;;;;;
Verrucomicrobia subdivision 3;Verrucomicrobia;48;HIGHERRANK;94;ACCEPTED;PHYLUM;Bacteria;Verrucomicrobia;;;;;
Archangiaceae;Archangiaceae;4306455;EXACT;95;SYNONYM;FAMILY;Bacteria;;;;;;
Bicosoeca petiolata;Bicosoeca petiolata (F.Stein) Bourr.;7381412;EXACT;98;ACCEPTED;SPECIES;Chromista;Bigyra;Bikosea;Bicoecida;Bicosoecidae;Bicosoeca;Bicosoeca petiolata
Bicosoeca;Bicosoeca H.J.Clark, 1868;3202325;EXACT;94;ACCEPTED;GENUS;Chromista;Bigyra;Bikosea;Bicoecida;Bicosoecidae;Bicosoeca;
Bicosoecidae;Bicosoecidae;7957238;EXACT;96;ACCEPTED;FAMILY;Chromista;Bigyra;Bikosea;Bicoecida;Bicosoecidae;;
Siluaniidae;Siluaniidae;9281454;EXACT;96;ACCEPTED;FAMILY;Chromista;Bigyra;Bikosea;Bicoecida;Siluaniidae;;
Siluania;Siluania Karpov, 1998;3202401;EXACT;92;DOUBTFUL;GENUS;Chromista;Bigyra;Bikosea;;Siluaniaceae;Siluania;
Siluania monomastiga;Siluania Karpov, 1998;3202401;HIGHERRANK;92;DOUBTFUL;GENUS;Chromista;Bigyra;Bikosea;;Siluaniaceae;Siluania;
Heterophrys;Heterophrys;8255906;EXACT;94;ACCEPTED;GENUS;Chromista;Bigyra;Labyrinthulea;Piroplasmida;Heterophyridae;Heterophrys;
Thraustochytriaceae;Thraustochytriaceae;4769;EXACT;96;ACCEPTED;FAMILY;Chromista;Bigyra;Labyrinthulea;Thraustochytrida;Thraustochytriaceae;;
Massisteria marina;Massisteria marina Larsen & Patterson, 1990;5899723;EXACT;98;ACCEPTED;SPECIES;Chromista;Cercozoa;Granofilosea;Leucodictyida;Massisteriidae;Massisteria;Massisteria marina
Massisteria;Massisteria Larsen & Patterson, 1990;8289875;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Granofilosea;Leucodictyida;Massisteriidae;Massisteria;
Trinema lineare;Trinema lineare Penard, 1890;5730700;EXACT;98;ACCEPTED;SPECIES;Chromista;Cercozoa;Imbricatea;Euglyphida;Trinematidae;Trinema;Trinema lineare
Trinematidae;Trinematidae;3235224;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Imbricatea;Euglyphida;Trinematidae;;
Euglyphida;Euglyphida;9797892;EXACT;94;ACCEPTED;ORDER;Chromista;Cercozoa;Imbricatea;Euglyphida;;;
Capsellina;Capsellina Penard, 1909;4886653;EXACT;91;DOUBTFUL;GENUS;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae;Capsellina;
Rhogostoma;Rhogostoma Belar, 1921;4900166;EXACT;92;DOUBTFUL;GENUS;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae;Rhogostoma;
Rhogostoma schuessleri;Rhogostoma Belar, 1921;4900166;HIGHERRANK;92;DOUBTFUL;GENUS;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae;Rhogostoma;
Chlamydophryidae;Chlamydophryidae;3235907;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae;;
Thaumatomastix;Thaumatomastix;3194422;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomonadidae;Thaumatomastix;
Thaumatomastigidae;Thaumatomastigidae;4378164;EXACT;95;SYNONYM;FAMILY;Chromista;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomonadidae;;
Thaumatomonadida;Thaumatomonadida;9745032;EXACT;94;ACCEPTED;ORDER;Chromista;Cercozoa;Imbricatea;Thaumatomonadida;;;
Imbricatea;Imbricatea;9789391;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Imbricatea;;;;
Polymyxa graminis;Polymyxa graminis Ledingham;3204289;EXACT;98;ACCEPTED;SPECIES;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Polymyxa;Polymyxa graminis
Polymyxa;Polymyxa;8199205;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Polymyxa;
Spongospora subterranea;Spongospora subterranea (Wallr.) Lagerh.;7817088;EXACT;98;ACCEPTED;SPECIES;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Spongospora;Spongospora subterranea
Spongospora;Spongospora Brunch.;3204342;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Spongospora;
Woronina pythii;Woronina pythii Goldie-Sm.;8001169;EXACT;98;ACCEPTED;SPECIES;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Woronina;Woronina pythii
Woronina;Woronina Cornu;3204300;EXACT;92;ACCEPTED;GENUS;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Woronina;
Plasmodiophoridae;Plasmodiophoridae;4921124;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;;
Plasmodiophorida;Plasmodiophorida;1116;EXACT;94;ACCEPTED;ORDER;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;;;
Phytomyxea;Phytomyxea;266;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Phytomyxea;;;;
Heteromitidae;Heteromitidae;4900802;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Sarcomonadea;Cercomonadida;Heteromitidae;;
Cercomonadida;Cercomonadida;9721556;EXACT;94;ACCEPTED;ORDER;Chromista;Cercozoa;Sarcomonadea;Cercomonadida;;;
Bodomorpha;Bodomorpha Hollande, 1942;4898692;EXACT;92;DOUBTFUL;GENUS;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Sandonidae;Bodomorpha;
Orciraptor agilis;Orciraptor agilis Hess & Melkonian, 2013;8951948;EXACT;97;DOUBTFUL;SPECIES;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Viridiraptoridae;Orciraptor;Orciraptor agilis
Orciraptor;Orciraptor Hess & Melkonian, 2013;8853899;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Viridiraptoridae;Orciraptor;
Viridiraptoridae;Viridiraptoridae;9397538;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Viridiraptoridae;;
Glissomonadida;Glissomonadida;9774063;EXACT;94;ACCEPTED;ORDER;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;;;
Sarcomonadea;Sarcomonadea;9697778;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Sarcomonadea;;;;
Cercomonas;Cercomonas;3210222;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas alexieffi;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas braziliensis;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas celer;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas fastiga;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas media;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas parambigua;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas parincurva;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas radiata;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas rapida;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas vacuolata;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Eocercomonas;Eocercomonas S.A.Karpov, D.Bass, A.P.Mylnikov & T.Cavalier-Smith, 2006;4912196;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Eocercomonas;
Paracercomonas;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
Paracercomonas astra;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
Paracercomonas compacta;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
Paracercomonas filosa;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
Paracercomonas paralaciniaegerens;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
Cercomonadidae;Cercomonadidae;2164;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;;
Thecofilosea;Thecofilosea;9720891;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Thecofilosea;;;;
Cercozoa;Cercozoa;38;EXACT;94;ACCEPTED;PHYLUM;Chromista;Cercozoa;;;;;
Bryometopus pseudochilodon;Bryometopus pseudochilodon Kahl, 1932;8098413;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus pseudochilodon
Bryometopus sphagni;Bryometopus sphagni (Penard, 1922) Kahl, 1932;8108604;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus sphagni
Bryometopus;Bryometopus Kahl, 1932;7401010;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;
Bryometopidae;Bryometopidae;8347034;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;;
Bryometopida;Bryometopida;7671830;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Colpodea;Bryometopida;;;
Bardeliella pulchra;Bardeliella pulchra Foissner, 1984;7618777;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Bardelielidae;Bardeliella;Bardeliella pulchra
Bardeliella;Bardeliella Foissner, 1984;8403767;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Bardelielidae;Bardeliella;
Bardeliellidae;Bardeliellidae;7963515;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Colpodida;Bardeliellidae;;
Bresslaua vorax;Bresslaua vorax Kahl, 1931;8118209;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Bresslaua;Bresslaua vorax
Bresslaua;Bresslaua Kahl, 1931;8165438;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Bresslaua;
Colpoda inflata;Colpoda inflata (Stokes, 1884) Kahl, 1931;7559248;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda inflata
Colpoda;Colpoda;8136143;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;
Colpodidae;Colpodidae;7881076;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;;
Bresslauides discoideus;Bresslauides discoideus Kahl, 1931;7691700;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Bresslauides;Bresslauides discoideus
Bresslauides;Bresslauides Blatterer & Foissner, 1988;8002457;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Bresslauides;
Hausmanniellidae;Hausmanniellidae;8230719;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;;
Maryna ovata;Maryna ovata (Gelei, 1950) Foissner, 1993;7518643;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna ovata
Maryna;Maryna Gruber, 1879;8240280;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;
Marynidae;Marynidae;8368596;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;;
Colpodida;Colpodida;7773411;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Colpodea;Colpodida;;;
Pseudocyrtolophosis alpestris;Pseudocyrtolophosis alpestris Foissner, 1980;7468873;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Pseudocyrtolophosis;Pseudocyrtolophosis alpestris
Pseudocyrtolophosis;Pseudocyrtolophosis;8294715;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Pseudocyrtolophosis;
Cyrtolophosididae;Cyrtolophosididae;8236668;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;;
Platyophrya vorax;Platyophrya vorax Kahl, 1926;8072867;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;Platyophrya vorax
Platyophrya;Platyophrya Kahl, 1926;7787742;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;
Platyophrya bromelicola;Platyophrya Kahl, 1926;7787742;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;
Platyophryidae;Platyophryidae;8350291;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;;
Woodruffiidae;Woodruffiidae;8160051;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Woodruffiidae;;
Cyrtolophosidida;Cyrtolophosidida;7520151;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;;;
Mykophagophrys terricola;Mykophagophrys terricola (Foissner, 1985) Foissner, 1995;8360084;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Mykophagophrys;Mykophagophrys terricola
Mykophagophrys;Mykophagophrys Foissner, 1995;7659622;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Mykophagophrys;
Pseudoplatyophrya nana;Pseudoplatyophrya nana (Kahl, 1926) Foissner, 1980;7960295;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Pseudoplatyophrya;Pseudoplatyophrya nana
Pseudoplatyophrya;Pseudoplatyophrya Foissner, 1980;8296343;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Pseudoplatyophrya;
Grossglockneriidae;Grossglockneriidae;7425914;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;;
Grossglockneriida;Grossglockneriida;8082344;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Colpodea;Grossglockneriida;;;
Colpodea;Colpodea;8229102;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Colpodea;;;;
Chlamydodontida;Chlamydodontida;7842954;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Cyrtophoria;Chlamydodontida;;;
Pseudochilodonopsis;Pseudochilodonopsis Foissner, 1979;7902508;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Pseudochilodonopsis;
Chilodonellidae;Chilodonellidae;7597177;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;;
Acropisthiidae;Acropisthiidae;7805141;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Haptorida;Acropisthiidae;;
Fuscheria;Fuscheria Foissner, 1983;7989755;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;
Haptorida;Haptorida;7569076;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Gymnostomatea;Haptorida;;;
Amphileptus;Amphileptus Ehrenberg, 1830;7834375;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Amphileptidae;Amphileptus;
Amphileptidae;Amphileptidae;7891174;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Amphileptidae;;
Litonotidae;Litonotidae;8415977;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Litonotidae;;
Loxophyllum;Loxophyllum Dujardin, 1841;3204461;EXACT;92;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Loxophyllidae;Loxophyllum;
Loxophyllum utriculariae;Loxophyllum utriculariae (Penard, 1922) Kahl, 1926;7952613;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Loxophyllidae;Siroloxophyllum;Siroloxophyllum utricularium
Pleurostomatida;Pleurostomatida;7729658;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;;;
Prorodontida;Prorodontida;7664449;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Gymnostomatea;Prorodontida;;;
Arcuospathidium namibiense;Arcuospathidium namibiense Foissner, Agatha & Berger;7595878;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Arcuospathidium;Arcuospathidium namibiense
Arcuospathidium;Arcuospathidium Foissner, 1984;7995850;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Arcuospathidium;
Cultellothrix coemeterii;Cultellothrix coemeterii Kahl, 1943;8246938;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Cultellothrix;Cultellothrix coemeterii
Cultellothrix lionotiformis;Cultellothrix lionotiformis (Kahl, 1930) Foissner, 2003;8084084;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Cultellothrix;Cultellothrix lionotiformis
Cultellothrix;Cultellothrix Foissner, 2003;8402004;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Cultellothrix;
Lacrymaria marina;Lacrymaria marina Kahl, 1933;8041250;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Lacrymariidae;Lacrymaria;Lacrymaria marina
Lacrymariidae;Lacrymariidae;7958515;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Lacrymariidae;;
Epispathidium terricola;Epispathidium terricola Foissner, 1987;8423927;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium terricola
Epispathidium;Epispathidium Foissner, 1984;8387843;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;
Spathidium simplinucleatum;Spathidium simplinucleatum;7766976;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium simplinucleatum
Spathidium;Spathidium Dujardin, 1841;7704077;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;
