occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
;Gaiellaceae;Gaiellaceae;7848836;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Gaiellales;Gaiellaceae;;
;Gaiellales;Gaiellales;8162388;EXACT;96;ACCEPTED;ORDER;Bacteria;Actinobacteria;;Gaiellales;;;
;Rubrobacter;Rubrobacter Suzuki & al., 1989;9395544;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Rubrobacterales;Rubrobacteraceae;Rubrobacter;
;Rubrobacteraceae;Rubrobacteraceae;8094;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Rubrobacterales;Rubrobacteraceae;;
;Rubrobacterales;Rubrobacterales;1201;EXACT;96;ACCEPTED;ORDER;Bacteria;Actinobacteria;;Rubrobacterales;;;
;Conexibacter;Conexibacter Monciardini & al., 2003;3223545;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Solirubrobacterales;Conexibacteraceae;Conexibacter;
;Conexibacteraceae;Conexibacteraceae;4902886;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Solirubrobacterales;Conexibacteraceae;;
;Solirubrobacter;Solirubrobacter Singleton & al., 2003;3223551;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;
;Solirubrobacteraceae;Solirubrobacteraceae;4893819;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Solirubrobacterales;Solirubrobacteraceae;;
;Solirubrobacterales;Solirubrobacterales;7890285;EXACT;96;ACCEPTED;ORDER;Bacteria;Actinobacteria;;Solirubrobacterales;;;
;Thermoleophilum;Thermoleophilum Zarilla & Perry, 1986;3223547;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Thermoleophilales;Thermoleophilaceae;Thermoleophilum;
;Thermoleophilaceae;Thermoleophilaceae;4892709;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Thermoleophilales;Thermoleophilaceae;;
;Thermoleophilales;Thermoleophilales;7577527;EXACT;96;ACCEPTED;ORDER;Bacteria;Actinobacteria;;Thermoleophilales;;;
;Bacteroides;Bacteroides Castellani & Chalmers, 1919;3222857;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
;Bacteroidaceae;Bacteroidaceae;8095;EXACT;96;ACCEPTED;FAMILY;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;;
;Bacteroidales;Bacteroidales;1203;EXACT;96;ACCEPTED;ORDER;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
;Bacteroidia;Bacteroidia;7498440;EXACT;94;ACCEPTED;CLASS;Bacteria;Bacteroidetes;Bacteroidia;;;;
;Adhaeribacter;Adhaeribacter Rickard & al., 2005;3228858;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter;
;Cytophaga hutchinsonii;Cytophaga hutchinsonii Winogradsky, 1929;3228931;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga hutchinsonii
;Cytophaga;Cytophaga Winogradsky, 1929;3228397;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;
;Dyadobacter;Dyadobacter Chelius & Triplett, 2000;3228894;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter;
;Emticicia;Emticicia Saha & Chakrabarti, 2006;3228870;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Emticicia;
;Fibrella;Fibrella Filippini & al., 2011;5917830;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fibrella;
;Flexibacter;Flexibacter Soriano, 1945;3228773;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flexibacter;
;Pontibacter;Pontibacter Nedashkovskaya & al., 2005;3228350;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pontibacter;
;Cytophagaceae;Cytophagaceae;3237749;EXACT;96;ACCEPTED;FAMILY;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;;
;Rhodothermus;Rhodothermus Alfredsson & al., 1995;3228843;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Rhodothermaceae;Rhodothermus;
;Rhodothermaceae;Rhodothermaceae;4894640;EXACT;96;ACCEPTED;FAMILY;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Rhodothermaceae;;
;Cytophagales;Cytophagales;7571564;EXACT;96;ACCEPTED;ORDER;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;;;
;Cytophagia;Cytophagia;7929839;EXACT;94;ACCEPTED;CLASS;Bacteria;Bacteroidetes;Cytophagia;;;;
;Crocinitomix;Crocinitomix Bowman & al., 2003;3228479;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;
;Fluviicola;Fluviicola O'Sullivan & al., 2005;3228481;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;
;Lishizhenia;Lishizhenia Lau & al., 2006;4888700;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Lishizhenia;
;Chryseobacterium;Chryseobacterium Vandamme & al., 1994;3228687;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;
;Flavobacterium hydatis;Flavobacterium hydatis Bernardet & al., 1996;3228598;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium hydatis
;Flavobacterium;Flavobacterium Bergey & al., 1923;3221328;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
;Flavobacteriaceae;Flavobacteriaceae;8099;EXACT;96;ACCEPTED;FAMILY;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;;
;Flavobacteriales;Flavobacteriales;569;EXACT;96;ACCEPTED;ORDER;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;;;
;Flavobacteriia;Flavobacteriia;8019474;EXACT;94;ACCEPTED;CLASS;Bacteria;Bacteroidetes;Flavobacteriia;;;;
;Chitinophaga oryziterrae;Chitinophaga oryziterrae Chung & al., 2012;8005235;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophaga;Chitinophaga oryziterrae
;Chitinophaga pinensis;Chitinophaga pinensis Sangkhobol & Skerman, 1981;3228831;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophaga;Chitinophaga pinensis
;Chitinophaga;Chitinophaga Sangkhobol & Skerman, 1981;3228826;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophaga;
;Ferruginibacter paludis;Ferruginibacter paludis Kang & al., 2015;8867112;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Ferruginibacter;Ferruginibacter paludis
;Ferruginibacter;Ferruginibacter Lim & al., 2009;7592743;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Ferruginibacter;
;Flavisolibacter rigui;Flavisolibacter rigui Baik & al., 2014;7703764;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavisolibacter;Flavisolibacter rigui
;Flavisolibacter;Flavisolibacter Yoon & Im, 2007;4893097;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavisolibacter;
;Lacibacter;Lacibacter Qu & al., 2009;7606454;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Lacibacter;
;Niastella;Niastella Weon & al., 2006;3228891;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Niastella;
;Sediminibacterium aquarii;Sediminibacterium aquarii Kim & al., 2016;9405333;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Sediminibacterium;Sediminibacterium aquarii
;Sediminibacterium;Sediminibacterium Qu & Yuan, 2008;8353847;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Sediminibacterium;
;Segetibacter;Segetibacter An & al., 2007;4888636;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Segetibacter;
;Terrimonas arctica;Terrimonas arctica Jiang & al., 2014;7917666;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Terrimonas;Terrimonas arctica
;Terrimonas;Terrimonas Xie & Yokota, 2006;3228837;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Terrimonas;
;Chitinophagaceae;Chitinophagaceae;4903787;EXACT;96;ACCEPTED;FAMILY;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;;
;Haliscomenobacter;Haliscomenobacter van Veen & al., 1973;3228793;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Haliscomenobacter;
;Saprospiraceae;Saprospiraceae;8101;EXACT;96;ACCEPTED;FAMILY;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;;
;Mucilaginibacter;Mucilaginibacter Pankratov & al., 2007;4886632;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;
;Pedobacter luteus;Pedobacter luteus Oh & al., 2013;8255496;EXACT;98;ACCEPTED;SPECIES;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter luteus
;Pedobacter;Pedobacter Steyn & al., 1998;3228812;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;
;Solitalea;Solitalea Weon & al., 2009;8132662;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;
;Sphingobacterium;Sphingobacterium Yabuuchi & al., 1983;3228645;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;
;Sphingobacteriaceae;Sphingobacteriaceae;8103;EXACT;96;ACCEPTED;FAMILY;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;;
;Sphingobacteriales;Sphingobacteriales;1204;EXACT;96;ACCEPTED;ORDER;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;
;Sphingobacteriia;Sphingobacteriia;7803622;EXACT;94;ACCEPTED;CLASS;Bacteria;Bacteroidetes;Sphingobacteriia;;;;
;Ohtaekwangia;Ohtaekwangia Yoon & al., 2011;7951037;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;;;;Ohtaekwangia;
;Bacteroidetes;Bacteroidetes;81;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Bacteroidetes;;;;;
;Ignavibacterium;Ignavibacterium Iino & al., 2010;7578709;EXACT;94;ACCEPTED;GENUS;Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;
;Ignavibacteriaceae;Ignavibacteriaceae;7922346;EXACT;96;ACCEPTED;FAMILY;Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;;
;Ignavibacteriales;Ignavibacteriales;8087382;EXACT;96;ACCEPTED;ORDER;Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;;;
;Ignavibacteria;Ignavibacteria;7421138;EXACT;94;ACCEPTED;CLASS;Bacteria;Chlorobi;Ignavibacteria;;;;
;Bellilinea;Bellilinea Yamada & al., 2007;4903400;EXACT;94;ACCEPTED;GENUS;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Bellilinea;
;Levilinea;Levilinea Yamada & al., 2006;3229040;EXACT;94;ACCEPTED;GENUS;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;
;Longilinea;Longilinea Yamada & al., 2007;4886727;EXACT;94;ACCEPTED;GENUS;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;
;Anaerolineaceae;Anaerolineaceae;4903399;EXACT;96;ACCEPTED;FAMILY;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;
;Anaerolineales;Anaerolineales;8229939;EXACT;96;ACCEPTED;ORDER;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;;;
;Caldilinea;Caldilinea Sekiguchi & al., 2003;3229042;EXACT;94;ACCEPTED;GENUS;Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;
;Caldilineaceae;Caldilineaceae;4698;EXACT;96;ACCEPTED;FAMILY;Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;;
;Caldilineales;Caldilineales;1205;EXACT;96;ACCEPTED;ORDER;Bacteria;Chloroflexi;Caldilineae;Caldilineales;;;
;Chloroflexus;Chloroflexus Pierson & Castenholz, 1974;3229052;EXACT;94;ACCEPTED;GENUS;Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;
;Roseiflexus;Roseiflexus Hanada & al., 2002;3229055;EXACT;94;ACCEPTED;GENUS;Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Roseiflexus;
;Chloroflexaceae;Chloroflexaceae;8107;EXACT;96;ACCEPTED;FAMILY;Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;;
;Chloroflexales;Chloroflexales;1206;EXACT;96;ACCEPTED;ORDER;Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;;;
;Chloroflexia;Chloroflexia;8308597;EXACT;94;ACCEPTED;CLASS;Bacteria;Chloroflexi;Chloroflexia;;;;
;Ktedonobacter;Ktedonobacter Cavaletti & al., 2007;4900657;EXACT;94;ACCEPTED;GENUS;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;
;Ktedonobacteraceae;Ktedonobacteraceae;4899883;EXACT;96;ACCEPTED;FAMILY;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;;
;Ktedonobacterales;Ktedonobacterales;7761819;EXACT;96;ACCEPTED;ORDER;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;;;
;Ktedonobacteria;Ktedonobacteria;7781780;EXACT;94;ACCEPTED;CLASS;Bacteria;Chloroflexi;Ktedonobacteria;;;;
;Sphaerobacter;Sphaerobacter Demharter & al., 1989;3223442;EXACT;94;ACCEPTED;GENUS;Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;
;Sphaerobacteraceae;Sphaerobacteraceae;3850;EXACT;96;ACCEPTED;FAMILY;Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;;
;Sphaerobacterales;Sphaerobacterales;1202;EXACT;96;ACCEPTED;ORDER;Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;;;
;Thermomicrobia;Thermomicrobia;363;EXACT;94;ACCEPTED;CLASS;Bacteria;Chloroflexi;Thermomicrobia;;;;
;Chloroflexi;Chloroflexi;84;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Chloroflexi;;;;;
;Microcoleaceae;Microcoleaceae;7941427;EXACT;96;ACCEPTED;FAMILY;Bacteria;Cyanobacteria;Cyanophyceae;;Microcoleaceae;;
;Cyanobacteria;Cyanobacteria;68;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Cyanobacteria;;;;;
;Elusimicrobium;Elusimicrobium Geissinger & al., 2010;6533858;EXACT;94;ACCEPTED;GENUS;Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;
;Elusimicrobiaceae;Elusimicrobiaceae;6533857;EXACT;96;ACCEPTED;FAMILY;Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;;
;Elusimicrobiales;Elusimicrobiales;7675718;EXACT;96;ACCEPTED;ORDER;Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;;;
;Fibrobacter;Fibrobacter Montgomery & al., 1988;3228262;EXACT;94;ACCEPTED;GENUS;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;
;Fibrobacteraceae;Fibrobacteraceae;4703;EXACT;96;ACCEPTED;FAMILY;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;;
;Fibrobacterales;Fibrobacterales;1210;EXACT;96;ACCEPTED;ORDER;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;;;
;Fibrobacteria;Fibrobacteria;7877138;EXACT;94;ACCEPTED;CLASS;Bacteria;Fibrobacteres;Fibrobacteria;;;;
;Fibrobacteres;Fibrobacteres;29;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Fibrobacteres;;;;;
;Bacillaceae;Bacillaceae;8113;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;;
;Paenibacillus;Paenibacillus Ash & al., 1994;3227538;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;
;Saccharibacillus;Saccharibacillus Rivas & al., 2008;7715336;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;
;Paenibacillaceae;Paenibacillaceae;4706;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;;
;Pasteuria;Pasteuria Metchnikoff, 1888;3228067;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Bacilli;Bacillales;Pasteuriaceae;Pasteuria;
;Pasteuriaceae;Pasteuriaceae;4896880;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Bacilli;Bacillales;Pasteuriaceae;;
;Planococcaceae;Planococcaceae;4707;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;;
;Staphylococcus;Staphylococcus Rosenbach, 1884;7945561;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;
;Staphylococcaceae;Staphylococcaceae;4708;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;;
;Thermoflavimicrobium;Thermoflavimicrobium Yoon & al., 2005;3227472;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoflavimicrobium;
;Thermoactinomycetaceae;Thermoactinomycetaceae;7792;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;;
;Bacillales;Bacillales;576;EXACT;96;ACCEPTED;ORDER;Bacteria;Firmicutes;Bacilli;Bacillales;;;
;Bacilli;Bacilli;303;EXACT;94;ACCEPTED;CLASS;Bacteria;Firmicutes;Bacilli;;;;
;Clostridium;Clostridium Prazmowski, 1880;3226206;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;
;Clostridiaceae;Clostridiaceae;7797;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;;
;Desulfitobacterium;Desulfitobacterium Utkin & al., 1994;3226460;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;
;Peptococcaceae;Peptococcaceae;4715;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;;
;Thermaerobacter;Thermaerobacter Takai & al., 1999;3226216;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Thermaerobacter;
;Clostridiales;Clostridiales;1211;EXACT;96;ACCEPTED;ORDER;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
;Thermoanaerobacter;Thermoanaerobacter Wiegel & Ljungdahl, 1982;3226904;EXACT;94;ACCEPTED;GENUS;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;
;Thermoanaerobacteraceae;Thermoanaerobacteraceae;7462937;EXACT;96;ACCEPTED;FAMILY;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;;
;Thermoanaerobacterales;Thermoanaerobacterales;7579411;EXACT;96;ACCEPTED;ORDER;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;;;
;Clostridia;Clostridia;304;EXACT;94;ACCEPTED;CLASS;Bacteria;Firmicutes;Clostridia;;;;
;Firmicutes;Firmicutes;87;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Firmicutes;;;;;
;Fusobacterium;Fusobacterium Knorr, 1922;3225870;EXACT;94;ACCEPTED;GENUS;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;
;Fusobacteriaceae;Fusobacteriaceae;7806;EXACT;96;ACCEPTED;FAMILY;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;;
;Fusobacteriales;Fusobacteriales;1214;EXACT;96;ACCEPTED;ORDER;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;;;
;Fusobacteriia;Fusobacteriia;7921896;EXACT;94;ACCEPTED;CLASS;Bacteria;Fusobacteria;Fusobacteriia;;;;
;Fusobacteria;Fusobacteria;88;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Fusobacteria;;;;;
;Gemmatimonas;Gemmatimonas Zhang & al., 2003;3228301;EXACT;94;ACCEPTED;GENUS;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
;Gemmatimonadaceae;Gemmatimonadaceae;4721;EXACT;96;ACCEPTED;FAMILY;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;;
;Gemmatimonadales;Gemmatimonadales;1216;EXACT;96;ACCEPTED;ORDER;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;;;
;Nitrospira marina;Nitrospira marina Watson & al., 1986;5427444;EXACT;98;ACCEPTED;SPECIES;Bacteria;Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira marina
;Nitrospiraceae;Nitrospiraceae;4722;EXACT;96;ACCEPTED;FAMILY;Bacteria;Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;;
;Nitrospirales;Nitrospirales;830;EXACT;96;ACCEPTED;ORDER;Bacteria;Nitrospira;Nitrospira;Nitrospirales;;;
;Phycisphaera mikurensis;Phycisphaera mikurensis Fukunaga & al, 2010;7609484;EXACT;98;ACCEPTED;SPECIES;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;Phycisphaera mikurensis
;Phycisphaera;Phycisphaera Fukunaga & al., 2010;5913417;EXACT;94;ACCEPTED;GENUS;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;
;Phycisphaeraceae;Phycisphaeraceae;5913416;EXACT;96;ACCEPTED;FAMILY;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;;
;Phycisphaerales;Phycisphaerales;7390951;EXACT;96;ACCEPTED;ORDER;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;;;
;Phycisphaerae;Phycisphaerae;8211192;EXACT;94;ACCEPTED;CLASS;Bacteria;Planctomycetes;Phycisphaerae;;;;
;Gemmata obscuriglobus;Gemmata obscuriglobus Franzmann & Skerman, 1985;3228999;EXACT;98;ACCEPTED;SPECIES;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata;Gemmata obscuriglobus
;Gemmata;Gemmata Franzmann & Skerman, 1985;3228998;EXACT;94;ACCEPTED;GENUS;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata;
;Isosphaera;Isosphaera Giovannoni & al., 1995;3228987;EXACT;94;ACCEPTED;GENUS;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Isosphaera;
;Pirellula staleyi;Pirellula staleyi (Schlesner & Hirsch, 1984) Schlesner & Hirsch, 1987;3228981;EXACT;98;ACCEPTED;SPECIES;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula staleyi
;Pirellula;Pirellula Schlesner & Hirsch, 1987;3228980;EXACT;94;ACCEPTED;GENUS;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula;
;Planctomyces;Planctomyces M.Gimesi;9577926;EXACT;94;ACCEPTED;GENUS;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;
;Rhodopirellula;Rhodopirellula Schlesner & al., 2004;3228996;EXACT;94;ACCEPTED;GENUS;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;
;Singulisphaera rosea;Singulisphaera rosea Kulichevskaya & al., 2012;7675640;EXACT;98;ACCEPTED;SPECIES;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Singulisphaera;Singulisphaera rosea
;Singulisphaera;Singulisphaera Kulichevskaya & al., 2008;4572757;EXACT;94;ACCEPTED;GENUS;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Singulisphaera;
