"occurrenceId";"verbatimScientificName";"scientificName";"key";"matchType";"confidence";"status";"rank";"kingdom";"phylum";"class";"order";"family";"genus";"species"
NA;"Isosphaera";"Isosphaera Giovannoni & al., 1995";3228987;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Isosphaera";""
NA;"Pirellula staleyi";"Pirellula staleyi (Schlesner & Hirsch, 1984) Schlesner & Hirsch, 1987";3228981;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Pirellula";"Pirellula staleyi"
NA;"Pirellula";"Pirellula Schlesner & Hirsch, 1987";3228980;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Pirellula";""
NA;"Planctomyces";"Planctomyces M.Gimesi";9577926;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Planctomyces";""
NA;"Rhodopirellula";"Rhodopirellula Schlesner & al., 2004";3228996;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Rhodopirellula";""
NA;"Singulisphaera rosea";"Singulisphaera rosea Kulichevskaya & al., 2012";7675640;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Singulisphaera";"Singulisphaera rosea"
NA;"Singulisphaera";"Singulisphaera Kulichevskaya & al., 2008";4572757;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Singulisphaera";""
NA;"Zavarzinella";"Zavarzinella Kulichevskaya & al., 2009";7513382;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"Zavarzinella";""
NA;"Planctomycetaceae";"Planctomycetaceae";7809;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"Planctomycetaceae";"";""
NA;"Planctomycetales";"Planctomycetales";1218;"EXACT";96;"ACCEPTED";"ORDER";"Bacteria";"Planctomycetes";"Planctomycetacia";"Planctomycetales";"";"";""
NA;"Planctomycetes";"Planctomycetes";90;"EXACT";93;"ACCEPTED";"PHYLUM";"Bacteria";"Planctomycetes";"";"";"";"";""
NA;"Brevundimonas";"Brevundimonas Segers & al., 1994";3221698;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas";""
NA;"Caulobacter fusiformis";"Caulobacter fusiformis Poindexter, 1964";3221696;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacter";"Caulobacter fusiformis"
NA;"Caulobacter profundus";"Caulobacter profunda Jin & al., 2014";8232225;"FUZZY";96;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacter";"Caulobacter profunda"
NA;"Caulobacter";"Caulobacter Henrici & Johnson, 1935";3221268;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacter";""
NA;"Phenylobacterium lituiforme";"Phenylobacterium lituiforme Kanso & Patel, 2004";3221686;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Phenylobacterium";"Phenylobacterium lituiforme"
NA;"Phenylobacterium";"Phenylobacterium Lingens & al., 1985";9571613;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Phenylobacterium";""
NA;"Caulobacteraceae";"Caulobacteraceae";4723;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"";""
NA;"Woodsholea";"Woodsholea Abraham & al., 2004";3221102;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";"Woodsholea";""
NA;"Caulobacterales";"Caulobacterales";1219;"EXACT";96;"ACCEPTED";"ORDER";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"";"";""
NA;"Martelella endophytica";"Martelella endophytica Bibi & al., 2013";7639807;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Aurantimonadaceae";"Martelella";"Martelella endophytica"
NA;"Martelella";"Martelella Rivas & al., 2005";3220860;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Aurantimonadaceae";"Martelella";""
NA;"Aurantimonadaceae";"Aurantimonadaceae";4724;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Aurantimonadaceae";"";""
NA;"Methylocapsa";"Methylocapsa Dedysh & al., 2002";3220879;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylocapsa";""
NA;"Methylocella";"Methylocella Dedysh & al., 2000";3220866;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylocella";""
NA;"Beijerinckiaceae";"Beijerinckiaceae";7813;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"";""
NA;"Bradyrhizobium";"Bradyrhizobium Jordan, 1982";3221031;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Bradyrhizobiaceae";"Bradyrhizobium";""
NA;"Rhodopseudomonas";"Rhodopseudomonas Czurda & Maresch, 1937";3220030;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Bradyrhizobiaceae";"Rhodopseudomonas";""
NA;"Bradyrhizobiaceae";"Bradyrhizobiaceae";7814;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Bradyrhizobiaceae";"";""
NA;"Mycoplana";"Mycoplana Gray & Thornton, 1928";3220801;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Brucellaceae";"Mycoplana";""
NA;"Ochrobactrum anthropi";"Ochrobactrum anthropi Holmes & al., 1988";3220815;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Brucellaceae";"Ochrobactrum";"Ochrobactrum anthropi"
NA;"Ochrobactrum";"Ochrobactrum Holmes & al., 1988";3220812;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Brucellaceae";"Ochrobactrum";""
NA;"Brucellaceae";"Brucellaceae";4725;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Brucellaceae";"";""
NA;"Blastochloris";"Blastochloris Hiraishi, 1997";3220883;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Blastochloris";""
NA;"Devosia";"Devosia Nakagawa & al., 1996";3220926;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Devosia";""
NA;"Hyphomicrobium";"Hyphomicrobium Stutzer & Hartleb, 1899";3220906;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Hyphomicrobium";""
NA;"Pedomicrobium";"Pedomicrobium Aristovskaya, 1961";3220895;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Pedomicrobium";""
NA;"Prosthecomicrobium";"Prosthecomicrobium Staley, 1968";3220944;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Prosthecomicrobium";""
NA;"Rhodomicrobium";"Rhodomicrobium Duchow & Douglas, 1949";3220934;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Rhodomicrobium";""
NA;"Rhodoplanes";"Rhodoplanes Hiraishi & Ueda, 1994";3220920;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Rhodoplanes";""
NA;"Hyphomicrobiaceae";"Hyphomicrobiaceae";7815;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"";""
NA;"Methylobacterium";"Methylobacterium Patt & al., 1976";3220820;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylobacteriaceae";"Methylobacterium";""
NA;"Microvirga";"Microvirga Kanso & Patel, 2003";3220848;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylobacteriaceae";"Microvirga";""
NA;"Methylobacteriaceae";"Methylobacteriaceae";7816;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylobacteriaceae";"";""
NA;"Methylosinus sporium";"Methylosinus sporium";3221071;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylocystaceae";"Methylosinus";"Methylosinus sporium"
NA;"Methylosinus trichosporium";"Methylosinus trichosporium";3221070;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylocystaceae";"Methylosinus";"Methylosinus trichosporium"
NA;"Methylosinus";"Methylosinus";3221069;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylocystaceae";"Methylosinus";""
NA;"Methylocystaceae";"Methylocystaceae";4726;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Methylocystaceae";"";""
NA;"Aminobacter";"Aminobacter Urakami & al., 1992";3220999;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Phyllobacteriaceae";"Aminobacter";""
NA;"Mesorhizobium";"Mesorhizobium Jarvis & al., 1997";3220966;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Phyllobacteriaceae";"Mesorhizobium";""
NA;"Nitratireductor";"Nitratireductor Labbé & al., 2004";3220964;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Phyllobacteriaceae";"Nitratireductor";""
NA;"Phyllobacterium";"Phyllobacterium Knösel, 1984";9676124;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Phyllobacteriaceae";"Phyllobacterium";""
NA;"Phyllobacteriaceae";"Phyllobacteriaceae";7817;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Phyllobacteriaceae";"";""
NA;"Rhizobium";"Rhizobium Frank, 1889";3220733;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Rhizobium";""
NA;"Rhizobiaceae";"Rhizobiaceae";7818;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"";""
NA;"Rhodobiaceae";"Rhodobiaceae";4727;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhodobiaceae";"";""
NA;"Labrys";"Labrys Vasilyeva & Semenov, 1985";3220956;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Labrys";""
NA;"Pseudolabrys";"Pseudolabrys Kämpfer & al., 2006";4888729;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Pseudolabrys";""
NA;"Xanthobacteraceae";"Xanthobacteraceae";4891652;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"";""
NA;"Rhizobiales";"Rhizobiales";1221;"EXACT";96;"ACCEPTED";"ORDER";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"";"";""
NA;"Rhodobacteraceae";"Rhodobacteraceae";4729;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"";""
NA;"Rhodobacterales";"Rhodobacterales";1222;"EXACT";96;"ACCEPTED";"ORDER";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"";"";""
NA;"Acidisphaera";"Acidisphaera Hiraishi & al., 2000";3221548;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Acidisphaera";""
NA;"Rhodopila globiformis";"Rhodopila globiformis (Pfennig, 1974) Imhoff & al., 1984";3221615;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Rhodopila";"Rhodopila globiformis"
NA;"Rhodopila";"Rhodopila Imhoff & al., 1984";3221614;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Rhodopila";""
NA;"Stella";"Stella Vasilyeva, 1985";3221582;"EXACT";92;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Stella";""
NA;"Acetobacteraceae";"Acetobacteraceae";4728;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"";""
NA;"Azospirillum";"Azospirillum Tarrand & al., 1979";3221657;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Azospirillum";""
NA;"Dongia";"Dongia Liu & al., 2010";7642033;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Dongia";""
NA;"Magnetospirillum";"Magnetospirillum Schleifer & al., 1992";3221650;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Magnetospirillum";""
NA;"Skermanella";"Skermanella Sly & Stackebrandt, 1999";3221640;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Skermanella";""
NA;"Rhodospirillaceae";"Rhodospirillaceae";4730;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"";""
NA;"Rhodospirillales";"Rhodospirillales";1223;"EXACT";96;"ACCEPTED";"ORDER";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"";"";""
NA;"Altererythrobacter buctense";"Altererythrobacter buctensis Zhang & al., 2016";9330269;"FUZZY";92;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Altererythrobacter";"Altererythrobacter buctensis"
NA;"Altererythrobacter";"Altererythrobacter Kwon & al., 2007";4901674;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Altererythrobacter";""
NA;"Erythrobacter";"Erythrobacter Shiba & Simidu, 1982";3221318;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Erythrobacter";""
NA;"Porphyrobacter";"Porphyrobacter Fuerst & al., 1993";3221347;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Porphyrobacter";""
NA;"Erythrobacteraceae";"Erythrobacteraceae";4901672;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"";""
NA;"Novosphingobium";"Novosphingobium";7512659;"EXACT";92;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Novosphingobium";""
NA;"Sphingobium olei";"Sphingobium olei Young & al., 2007";5912003;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingobium";"Sphingobium olei"
NA;"Sphingobium";"Sphingobium";3221329;"EXACT";92;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingobium";""
NA;"Sphingomonas changbaiensis";"Sphingomonas changbaiensis Zhang & al., 2010";7765764;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";"Sphingomonas changbaiensis"
NA;"Sphingomonas fennica";"Sphingomonas fennica Wittich & al., 2007";8360645;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";"Sphingomonas fennica"
NA;"Sphingomonas";"Sphingomonas Yabuuchi & al., 1990";3221354;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";""
NA;"Sphingosinicella";"Sphingosinicella Maruyama & al., 2006";3221314;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingosinicella";""
NA;"Sphingomonadaceae";"Sphingomonadaceae";8926;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"";""
NA;"Sphingomonadales";"Sphingomonadales";647;"EXACT";96;"ACCEPTED";"ORDER";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"";"";""
NA;"Rhizomicrobium";"Rhizomicrobium Ueki & al., 2010";8317892;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"";"";"Rhizomicrobium";""
NA;"Alphaproteobacteria";"Alphaproteobacteria";197;"EXACT";94;"ACCEPTED";"CLASS";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"";"";"";""
NA;"Derxia";"Derxia Jensen & al., 1960";3219826;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Derxia";""
NA;"Alcaligenaceae";"Alcaligenaceae";5437;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"";""
NA;"Burkholderia cepacia";"Burkholderia cepacia (Palleroni & Holmes, 1981) Yabuuchi & al., 1993";3219940;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Burkholderia";"Burkholderia cepacia"
NA;"Burkholderia";"Burkholderia Yabuuchi & al., 1993";3219916;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Burkholderia";""
NA;"Cupriavidus";"Cupriavidus Makkar & Casida, 1987";3220005;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Cupriavidus";""
NA;"Paucimonas lemoignei";"Paucimonas lemoignei (Delafield & al., 1965) Jendrossek, 2001";3219909;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Paucimonas";"Paucimonas lemoignei"
NA;"Paucimonas";"Paucimonas Jendrossek, 2001";3219908;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Paucimonas";""
NA;"Ralstonia solanacearum";"Ralstonia solanacearum (Smith, 1896) Yabuuchi & al., 1996";3219898;"EXACT";98;"ACCEPTED";"SPECIES";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Ralstonia";"Ralstonia solanacearum"
NA;"Ralstonia";"Ralstonia Yabuuchi & al., 1996";3219897;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Ralstonia";""
NA;"Burkholderiaceae";"Burkholderiaceae";5438;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"";""
NA;"Acidovorax";"Acidovorax Willems & al., 1990";3220140;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Acidovorax";""
NA;"Caenimonas";"Caenimonas Ryu & al., 2008";4891451;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Caenimonas";""
NA;"Comamonas";"Comamonas, 1985";3220118;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Comamonas";""
NA;"Curvibacter";"Curvibacter Ding & Yokota, 2004";3220112;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Curvibacter";""
NA;"Delftia";"Delftia Wen & al., 1999";3220129;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Delftia";""
NA;"Diaphorobacter";"Diaphorobacter Khan & Hiraishi, 2003";3220176;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Diaphorobacter";""
NA;"Hydrogenophaga";"Hydrogenophaga Willems & al., 1989";3220160;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Hydrogenophaga";""
NA;"Pelomonas";"Pelomonas Xie & Yokota, 2005";3220051;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Pelomonas";""
NA;"Polaromonas";"Polaromonas Irgens & al., 1996";3220095;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Polaromonas";""
NA;"Rhodoferax";"Rhodoferax Hiraishi & al., 1992";3220072;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhodoferax";""
NA;"Variovorax";"Variovorax Willems & al., 1991";3220178;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Variovorax";""
NA;"Comamonadaceae";"Comamonadaceae";5439;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"";""
NA;"Duganella";"Duganella Hiraishi & al., 1997";3219861;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella";""
NA;"Herbaspirillum";"Herbaspirillum Baldani & al., 1986";3219864;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Herbaspirillum";""
NA;"Herminiimonas";"Herminiimonas Fernandes & al., 2005";3219877;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Herminiimonas";""
NA;"Janthinobacterium";"Janthinobacterium De Ley & al., 1978";3219885;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Janthinobacterium";""
NA;"Massilia";"Massilia La Scola & al., 2000";3219853;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia";""
NA;"Undibacterium";"Undibacterium Kämpfer & al., 2007";4895670;"EXACT";94;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Undibacterium";""
NA;"Oxalobacteraceae";"Oxalobacteraceae";8927;"EXACT";96;"ACCEPTED";"FAMILY";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"";""
