"";"Meth";"Tax";"P1";"P2";"DiffP12";"DiffP21"
"1905";"none";"genus";"D+";"A-";"Bicosoeca, Eumonhystera, Mallomonas, Massisteria, Monosiga, Obertrumia, Paulinella, Prismatolaimus, Pseudocyrtolophosis, Pungentus, Saccamoeba, Tachysoma, Vexillifera, Friesea, Isotoma, Sminthurus, Vertagopus, Hemiamphisiella, Monilicaryon, Metarhizium, Bryometopus, Pseudouroleptus, Vampyrella, Herpetomonas, Romanomermis, Amplimerlinius, Basiria, Boleodorus, Longidorus, Meloidogyne, Neopsilenchus, Pratylenchus, Rotylenchulus, Rotylenchus, Limonomyces, Rhizoctonia, Entyloma, Acrospermum, Apiotrichum, Bisporella, Campanella, Chaetosphaeria, Craterocolla, Cryptococcus, Geothrix, Gongronella, Hyalorbilia, Hymenochaetopsis, Isosphaera, Porpoloma, Saccharomyces, Sphaerobolus, Talaromyces, Terriglobus, Trechispora, Actinoallomurus, Angustibacter, Bacteroides, Candidatus Nephrothrix, Catenulispora, Cephaloticoccus, Comamonas, Dechloromonas, Dechlorospirillum, Dehalococcoides, Diaphorobacter, Dyella, Ferrimicrobium, Geoalkalibacter, Herminiimonas, Jatrophihabitans, Ktedonobacter, Labrys, Luteolibacter, Micromonospora, Nitratireductor, Ochrobactrum, Oryzihumus, Perlucidibaca, Prosthecomicrobium, Rhodopila, Rhodothermus, Rudaea, Staphylococcus, Stella, Thermaerobacter, Thermoflavimicrobium, Protoribates, Tipula, Satchellius, Aphis, Jaagiella, Linum, Phacelia, Polygonum, Ranunculus, Rumex, Sorghum";"Pratylenchoides, Anystis, Monocystis, Veigaia, Amphidelus, Blepharisma, Bresslauides, Cephalobus, Chlamydomyxa, Discolaimus, Eucephalobus, Heterophrys, Mesorhabditis, Peregrinia, Plectus, Prodesmodora, Siluania, Tetrahymena, Vermamoeba, Vorticellides, Beauveria, Amphileptus, Dileptus, Epispathidium, Fuscheria, Phialina, Spathidium, Platyreta, Urostyla, Notiophilus, Aphelenchoides, Ditylenchus, Histiostoma, Seinura, Aulacorthum, Gaeumannomyces, Waitea, Acyrthosiphon, Aphanomyces, Sitona, Archaeorhizomyces, Chromosera, Cryphonectria, Hodophilus, Hymenoscyphus, Mucor, Oligoflexus, Orbicula, Peniophorella, Proceropycnis, Pterula, Rhodopirellula, Sistotrema, Spizellomyces, Actinocatenispora, Altererythrobacter, Bolbitius, Crocinitomix, Emticicia, Fibrella, Haliscomenobacter, Hydrocarboniphaga, Lysobacter, Methylocapsa, Methylophilus, Nannocystis, Pontibacter, Rhodanobacter, Saccharibacillus, Saccobolus, Stenotrophomonas, Syntrophobacter, Thecotheus, Buchholzia, Cylindroiulus, Tectocepheus, Leptosphaeria, Olpidium, Abies, Botryochloris, Bracteacoccus, Bumilleriopsis, Calluna, Chlorella, Chlorellidium, Chlorococcum, Desmodesmus, Euduboscquella, Fallopia, Heterococcus, Luticola, Micractinium, Mischococcus, Nannochloris, Nitzschia, Pseudo-nitzschia, Pseudopleurochloris, Rhizoglyphus, Sinapis, Zea"
"1906";"none";"genus";"D+";"A+";"Bicosoeca, Codosiga, Diaphanoeca, Ecumenicus, Eumonhystera, Mallomonas, Mesodorylaimus, Monosiga, Obertrumia, Paulinella, Protocyclidium, Pseudovorticella, Pungentus, Vexillifera, Vorticella, Zoothamnium, Friesea, Protaphorura, Sminthurus, Tullbergia, Vertagopus, Clarkus, Hemiamphisiella, Metarhizium, Bryometopus, Pseudouroleptus, Vampyrella, Herpetomonas, Romanomermis, Amplimerlinius, Basiria, Boleodorus, Longidorus, Meloidogyne, Neopsilenchus, Pratylenchus, Rotylenchulus, Rotylenchus, Tylenchus, Limonomyces, Magnaporthe, Polymyxa, Rhizoctonia, Entyloma, Acrospermum, Apiotrichum, Bisporella, Campanella, Chaetosphaeria, Craterocolla, Cryptococcus, Geothrix, Gongronella, Hyalorbilia, Hymenochaetopsis, Isosphaera, Porpoloma, Pyrenochaeta, Singulisphaera, Sphaerobolus, Spirochaeta, Stephensia, Talaromyces, Terriglobus, Trechispora, Acidisphaera, Actinoallomurus, Aminobacter, Amycolatopsis, Angustibacter, Bacteroides, Candidatus Nephrothrix, Catenulispora, Cephaloticoccus, Clavibacter, Comamonas, Dechloromonas, Dechlorospirillum, Dehalococcoides, Denitratisoma, Diaphorobacter, Dokdonella, Dyella, Ferrimicrobium, Geoalkalibacter, Herminiimonas, Jatrophihabitans, Ktedonobacter, Labrys, Luteolibacter, Micromonospora, Nitratireductor, Ochrobactrum, Oryzihumus, Panacibacter, Panaeolus, Pedosphaera, Rathayibacter, Rhodopila, Rhodothermus, Rudaea, Staphylococcus, Stella, Thermaerobacter, Thermoflavimicrobium, Protoribates, Tipula, Allolobophora, Satchellius, Aphis, Canavalia, Helianthus, Klebsormidium, Linum, Orciraptor, Picea, Ranunculus, Sorghum";"Anoplophrya, Anystis, Lithobius, Veigaia, Myzus, Pratylenchoides, Amphidelus, Blepharisma, Bresslauides, Chlamydomyxa, Heterophrys, Lacrymaria, Meseres, Mesorhabditis, Peregrinia, Plectus, Prodesmodora, Siluania, Tetrahymena, Trichocerca, Vermamoeba, Vorticellides, Aphidius, Amphileptus, Dileptus, Epispathidium, Fuscheria, Phialina, Spathidium, Platyreta, Urostyla, Aphelenchoides, Ditylenchus, Folsomia, Histiostoma, Seinura, Sminthurides, Cystobasidium, Gaeumannomyces, Waitea, Acyrthosiphon, Aphanomyces, Sitona, Archaeorhizomyces, Basidiobolus, Chromosera, Cryphonectria, Hodophilus, Hyphodiscus, Oligoflexus, Proceropycnis, Pterula, Rhodopirellula, Spizellomyces, Actinocatenispora, Aggregicoccus, Altererythrobacter, Amphimallon, Bolbitius, Crocinitomix, Emticicia, Fibrella, Haliscomenobacter, Hydrocarboniphaga, Janthinobacterium, Lysobacter, Methylocapsa, Methylophilus, Nannocystis, Pontibacter, Saccharibacillus, Stenotrophomonas, Syntrophobacter, Cylindroiulus, Polydesmus, Tectocepheus, Olpidium, Achillea, Botryochloris, Bracteacoccus, Bumilleriopsis, Chlorellidium, Chlorococcum, Fallopia, Heterococcus, Luticola, Micractinium, Mischococcus, Nannochloris, Nitzschia, Pseudo-nitzschia, Pseudochilodonopsis, Pseudopleurochloris, Rhizoglyphus, Salvia, Sinapis, Taxus, Vaucheria, Zea"
"1907";"none";"genus";"D+";"B-";"Acrobeloides, Bicosoeca, Diaphanoeca, Eumonhystera, Leptopharynx, Mallomonas, Monosiga, Obertrumia, Paulinella, Protocyclidium, Pseudovorticella, Pungentus, Tachysoma, Vorticella, Aphelenchus, Friesea, Isotoma, Protaphorura, Sminthurus, Vertagopus, Clarkus, Hemiamphisiella, Metarhizium, Bryometopus pseudochilodon, Pseudouroleptus, Herpetomonas, Romanomermis, Basiria, Boleodorus, Longidorus, Meloidogyne, Neopsilenchus, Pratylenchus, Rotylenchulus, Rotylenchus, Limonomyces, Polymyxa, Rhizoctonia, Acrospermum, Bisporella, Campanella, Chaetosphaeria, Craterocolla, Geothrix, Gongronella, Hyalorbilia, Isosphaera, Porpoloma, Pyxidiophora, Serpula, Singulisphaera, Sphaerobolus, Spirochaeta, Talaromyces, Terriglobus, Trechispora, Acidisphaera, Actinoallomurus, Aminobacter, Amycolatopsis, Angustibacter, Bacteroides, Candidatus Nephrothrix, Catenulispora, Clavibacter, Comamonas, Dechloromonas, Dehalococcoides, Denitratisoma, Diaphorobacter, Dokdonella, Dyella, Ferrimicrobium, Geoalkalibacter, Herminiimonas, Jatrophihabitans, Ktedonobacter, Labrys, Luedemannella, Luteolibacter, Micromonospora, Nitratireductor, Ochrobactrum, Oryzihumus, Panacibacter, Panaeolus, Pedosphaera, Propionivibrio, Prosthecomicrobium, Rhodopila, Rhodothermus, Rudaea, Staphylococcus, Stella, Thermaerobacter, Thermoflavimicrobium, Undibacterium, Pilogalumna, Protoribates, Tipula, Allolobophora, Octolasion, Satchellius, Aphis, Canavalia, Cedrus, Helianthus, Orciraptor";"Amphidelus, Blepharisma, Bresslauides, Cephalobus, Chlamydomyxa, Eucephalobus, Heterophrys, Isolaimium, Meseres, Mesorhabditis, Peregrinia, Siluania, Tetrahymena, Vermamoeba, Beauveria, Amphileptus, Dileptus, Epispathidium, Fuscheria, Spathidium, Platyreta, Urostyla, Aphelenchoides, Ditylenchus, Eosentomon, Seinura, Sminthurides, Pratylenchoides, Gaeumannomyces, Acyrthosiphon, Aphanomyces, Sitona, Archaeorhizomyces, Asterostroma, Bullera, Cryphonectria, Hodophilus, Hygrocybe, Hymenoscyphus, Mucor, Oligoflexus, Proceropycnis, Pterula, Rhodopirellula, Spizellomyces, Actinocatenispora, Altererythrobacter, Bolbitius, Crocinitomix, Emticicia, Fibrella, Haliscomenobacter, Hydrocarboniphaga, Janthinobacterium, Kuzuhaea, Lysobacter, Methylocapsa, Methylophilus, Nannocystis, Pontibacter, Saccharibacillus, Saccobolus, Syntrophobacter, Polydesmus, Tectocepheus, Leptosphaeria, Olpidium, Botryochloris, Bracteacoccus, Bumilleriopsis, Chlorellidium, Chlorococcum, Desmodesmus, Euduboscquella, Fistulifera, Heterococcus, Luticola, Micractinium, Mischococcus, Nannochloris, Pseudo-nitzschia, Pseudopleurochloris, Salvia, Sinapis, Zea"
"1908";"none";"genus";"D+";"B+";"Allovahlkampfia, Bardeliella, Bicosoeca, Diaphanoeca, Ecumenicus, Leptomyxa, Leptopharynx, Mallomonas, Mesodorylaimus, Monosiga, Nolandella, Obertrumia, Paulinella, Pseudocyrtolophosis, Pseudovorticella, Pungentus, Tachysoma, Vexillifera, Vorticella, Aphelenchus, Friesea, Sminthurus, Tyrophagus, Vertagopus, Anatonchus, Clarkus, Hemiamphisiella, Metarhizium, Bryometopus, Caudiholosticha, Pseudouroleptus, Herpetomonas, Romanomermis, Amplimerlinius, Boleodorus, Longidorus, Meloidogyne, Neopsilenchus, Pratylenchus, Rotylenchulus, Rotylenchus, Tylenchus, Limonomyces, Magnaporthe, Polymyxa, Rhizoctonia, Apiotrichum, Bisporella, Campanella, Chaetosphaeria, Craterocolla, Cryptococcus, Filobasidium, Geothrix, Gongronella, Guepiniopsis, Hyalorbilia, Hymenochaetopsis, Isosphaera, Phaeosphaeria, Pluteus, Porpoloma, Pyrenochaeta, Saccharomyces, Serpula, Singulisphaera, Sphaerobolus, Spirochaeta, Talaromyces, Terriglobus, Trechispora, Yarrowia, Acidimicrobium, Acidisphaera, Actinoallomurus, Aetherobacter, Aminobacter, Amycolatopsis, Angustibacter, Bacteroides, Candidatus Nephrothrix, Catenulispora, Cenarchaeum, Cephaloticoccus, Clavibacter, Comamonas, Dechloromonas, Dechlorospirillum, Dehalococcoides, Denitratisoma, Diaphorobacter, Dokdonella, Duganella, Dyella, Ferrimicrobium, Ferrithrix, Geoalkalibacter, Herminiimonas, Jatrophihabitans, Ktedonobacter, Labrys, Luedemannella, Luteolibacter, Micromonospora, Nitratireductor, Ochrobactrum, Oryzihumus, Panacibacter, Panaeolus, Pedosphaera, Prosthecomicrobium, Rathayibacter, Rhodopila, Rhodothermus, Rudaea, Staphylococcus, Stella, Thermaerobacter, Thermoflavimicrobium, Undibacterium, Protoribates, Tipula, Satchellius, Aphis, Cedrus, Helianthus, Klebsormidium, Linum, Orciraptor, Sorghum";"Anystis, Monocystis, Veigaia, Amphidelus, Blepharisma, Bresslauides, Cephalobus, Chlamydomyxa, Eucephalobus, Heterophrys, Lacrymaria, Meseres, Peregrinia, Plectus, Prodesmodora, Siluania, Vermamoeba, Aphelenchoides, Ditylenchus, Folsomia, Histiostoma, Isotomiella, Sminthurides, Willowsia, Beauveria, Amphileptus, Dileptus, Epispathidium, Fuscheria, Phialina, Spathidium, Notiophilus, Platyreta, Urostyla, Pratylenchoides, Ambispora, Archaeospora, Diversispora, Funneliformis, Glomus, Paraglomus, Scutellospora, Gaeumannomyces, Waitea, Acyrthosiphon, Aphanomyces, Woronina, Archaeorhizomyces, Auxarthron, Cryphonectria, Hodophilus, Hygrocybe, Hymenoscyphus, Mucor, Oligoflexus, Proceropycnis, Rhodopirellula, Spizellomyces, Acinetobacter, Actinocatenispora, Aggregicoccus, Altererythrobacter, Bolbitius, Crocinitomix, Fibrella, Haliscomenobacter, Hydrocarboniphaga, Iodophanus, Janthinobacterium, Lysobacter, Methylocapsa, Methylophilus, Pontibacter, Saccharibacillus, Sanguibacter, Stenotrophomonas, Syntrophobacter, Thecotheus, Polydesmus, Tectocepheus, Leptosphaeria, Olpidium, Botryochloris, Bracteacoccus, Bumilleriopsis, Cerastium, Chlorellidium, Chlorococcum, Desmodesmus, Euduboscquella, Fallopia, Fistulifera, Heterococcus, Luticola, Micractinium, Mischococcus, Nannochloris, Nitzschia, Pseudo-nitzschia, Pseudopleurochloris, Rhizoglyphus, Salvia, Sinapis, Zea"
"1909";"none";"genus";"D+";"C-";"Acrobeloides, Bardeliella, Bicosoeca, Diaphanoeca, Ecumenicus, Homalogastra, Mallomonas, Mesodorylaimus, Monosiga, Pseudocyrtolophosis, Rhabditis, Protaphorura, Pseudaphelenchus, Tullbergia, Tylencholaimus, Tyrophagus, Arcuospathidium, Clarkus, Monilicaryon, Bryometopus, Bryometopus pseudochilodon, Romanomermis, Basiria, Boleodorus, Longidorus, Meloidogyne, Rotylenchus, Limonomyces, Magnaporthe, Rhizoctonia, Entyloma, Acrospermum, Apiotrichum, Bisporella, Brachyphoris, Chaetosphaeria, Craterocolla, Cryptococcus, Cyphellophora, Gongronella, Hyalorbilia, Melastiza, Panorbis, Porpoloma, Sphaerobolus, Stephensia, Trechispora, Aminobacter, Ochrobactrum, Protoribates, Tipula, Octolasion, Satchellius, Actinochloris, Aphis, Canavalia, Cedrus, Helianthus, Linum, Phacelia, Picea, Ranunculus, Sorghum";"Bresslauides, Cephalobus, Chlamydomyxa, Epistylis, Eucephalobus, Heterophrys, Meseres, Panagrolaimus, Peregrinia, Plectus, Prodorylaimus, Tetrahymena, Thaumatomastix, Trichocerca, Vermamoeba, Vorticellides, Amphileptus, Dileptus, Epispathidium, Trechus, Forficula, Robertus, Urostyla, Agriotes, Pratylenchoides, Aphelenchoides, Folsomia, Seinura, Sminthurides, Willowsia, Ambispora, Archaeospora, Diversispora, Funneliformis, Glomus, Paraglomus, Rhizophagus, Gaeumannomyces, Waitea, Aphanomyces, Woronina, Boudiera, Bullera, Cryphonectria, Granulicella, Hyphodiscus, Mucor, Occallatibacter, Orbicula, Sistotrema, Spizellomyces, Acinetobacter, Aggregicoccus, Altererythrobacter, Bacteriovorax, Emticicia, Fibrella, Janthinobacterium, Kutzneria, Lysobacter, Methylophilus, Nannocystis, Rhodanobacter, Sanguibacter, Stenotrophomonas, Variibacter, Cylindroiulus, Polydesmus, Tectocepheus, Alnus, Botryochloris, Bracteacoccus, Calluna, Cerastium, Chlorella, Chlorellidium, Chlorococcum, Heterococcus, Juncus, Nitzschia, Prototheca, Pseudo-nitzschia, Salvia, Taxus, Vaucheria, Zea"
"1910";"none";"genus";"D+";"C+";"Acrobeloides, Codosiga, Eumonhystera, Obertrumia, Ochromonas, Pseudovorticella, Rhabditis, Aphelenchus, Friesea, Protaphorura, Monilicaryon, Vampyrella, Romanomermis, Basiria, Bos, Merlinius, Neopsilenchus, Tylenchus, Limonomyces, Magnaporthe, Polymyxa, Rhizoctonia, Entyloma, Bisporella, Craterocolla, Cryptococcus, Fibrobacter, Guepiniopsis, Melastiza, Porpoloma, Scytinostroma, Sphaerobolus, Stephensia, Caenimonas, Haliea, Segetibacter, Staphylococcus, Tipula, Allolobophora, Actinochloris, Aphis, Canavalia, Helianthus, Holcus, Linum, Orciraptor, Phacelia, Picea, Ranunculus, Rumex, Sorghum, Taraxacum, Vigna";"Anoplophrya, Chthonius, Veigaia, Bresslauides, Discolaimus, Eucephalobus, Heterophrys, Lacrymaria, Meseres, Mesorhabditis, Oxytricha, Peregrinia, Prodesmodora, Thaumatomastix, Vermamoeba, Vorticellides, Eosentomon, Folsomia, Willowsia, Amphileptus, Epispathidium, Phialina, Beauveria, Chytridium, Agriotes, Pratylenchoides, Aphanomyces, Basidiobolus, Dissophora, Hymenoscyphus, Hyphodiscus, Mucor, Occallatibacter, Orbicula, Sistotrema, Acinetobacter, Bacteriovorax, Crocinitomix, Curvibacter, Janthinobacterium, Lysobacter, Nannocystis, Stenotrophomonas, Variibacter, Chamaedrilus, Henlea, Tectocepheus, Botryochloris, Bracteacoccus, Chlorella, Chlorellidium, Nitzschia, Prototheca"
"1911";"none";"genus";"D+";"D-";"Acrobeloides, Allovahlkampfia, Bardeliella, Bicosoeca, Codosiga, Diaphanoeca, Eumonhystera, Homalogastra, Notholca, Obertrumia, Paulinella, Prismatolaimus, Pseudovorticella, Pseudaphelenchus, Tyrophagus, Monilicaryon, Metarhizium, Bryometopus pseudochilodon, Trypanosoma, Boleodorus, Merlinius, Rotylenchulus, Rotylenchus, Entyloma, Bisporella, Cryptococcus, Fibrobacter, Gongronella, Guepiniopsis, Pluteus, Porpoloma, Pyrenochaeta, Saccharomyces, Scytinostroma, Sphaerobolus, Talaromyces, Acidisphaera, Aminobacter, Aquihabitans, Brevundimonas, Caenimonas, Catellatospora, Clavibacter, Dyella, Georgfuchsia, Haliea, Jatrophihabitans, Ktedonobacter, Malonomonas, Microlunatus, Ochrobactrum, Perlucidibaca, Rathayibacter, Rhodoferax, Segetibacter, Solitalea, Staphylococcus, Protoribates, Tipula, Satchellius, Actinochloris, Aphis, Canavalia, Cedrus, Helianthus, Linum, Mayamaea, Phacelia, Picea, Ranunculus, Rumex, Sorghum, Xanthonema";"Veigaia, Bresslauides, Epistylis, Heterophrys, Lacrymaria, Peregrinia, Plectus, Prodesmodora, Thaumatomastix, Vermamoeba, Amphileptus, Dileptus, Epispathidium, Phialina, Waitea, Acyrthosiphon, Aphanomyces, Woronina, Boudiera, Hymenoscyphus, Hyphodiscus, Orbicula, Crocinitomix, Nannocystis, Stenotrophomonas, Henlea, Chlorella, Chlorellidium, Persicaria"
"1912";"none";"genus";"D+";"D+";"";""
"1913";"none";"genus";"D+";"E-";"Bicosoeca, Ecumenicus, Massisteria, Mesodorylaimus, Nolandella, Notholca, Obertrumia, Paulinella, Prismatolaimus, Pseudovorticella, Rhabditis, Aphelenchus, Friesea, Pseudaphelenchus, Monilicaryon, Bryometopus pseudochilodon, Herpetomonas, Romanomermis, Trypanosoma, Basiria, Boleodorus, Neopsilenchus, Rotylenchulus, Rotylenchus, Polymyxa, Hyphochytrium, Entyloma, Bisporella, Campanella, Craterocolla, Cryptococcus, Fibrobacter, Guepiniopsis, Melastiza, Panorbis, Porpoloma, Scytinostroma, Sphaerobolus, Talaromyces, Caenimonas, Catellatospora, Desulfuromonas, Dyella, Georgfuchsia, Haliea, Phyllobacterium, Propionivibrio, Rhodococcus, Segetibacter, Sphingorhabdus, Streptosporangium, Protoribates, Tipula, Actinochloris, Aphis, Cedrus, Helianthus, Linum, Phacelia, Picea, Pleurochloris, Polygonum, Ranunculus, Rumex, Sorghum, Taraxacum, Xanthonema";"Anystis, Veigaia, Amphidelus, Heterophrys, Lacrymaria, Meseres, Peregrinia, Prodesmodora, Pseudoplatynematum, Thaumatomastix, Vermamoeba, Vorticellides, Eosentomon, Willowsia, Dileptus, Phialina, Aphanomyces, Woronina, Basidiobolus, Boudiera, Cryphonectria, Dissophora, Hymenoscyphus, Hyphodiscus, Hyphodontia, Mucor, Occallatibacter, Orbicula, Spizellomyces, Actinocrinis, Altererythrobacter, Bacteriovorax, Blastochloris, Crocinitomix, Kutzneria, Kuzuhaea, Lysobacter, Roseiarcus, Chamaedrilus, Henlea, Botryochloris, Bracteacoccus, Chlorella, Chlorococcum, Heterococcus, Persicaria, Prototheca, Pseudo-nitzschia, Pseudopleurochloris, Taxus"
"1914";"none";"genus";"D+";"E+";"Homalogastra, Leptopharynx, Mesodorylaimus, Obertrumia, Paulinella, Protaspis, Protocyclidium, Tachysoma, Friesea, Pseudaphelenchus, Tyrophagus, Vertagopus, Anatonchus, Monilicaryon, Bryometopus pseudochilodon, Romanomermis, Longidorus, Neopsilenchus, Pratylenchus, Tylenchus, Entyloma, Bisporella, Fibrobacter, Gongronella, Melastiza, Porpoloma, Pyxidiophora, Saccharomyces, Scytinostroma, Talaromyces, Trechispora, Caenimonas, Haliea, Ktedonobacter, Perlucidibaca, Sphingosinicella, Staphylococcus, Protoribates, Satchellius, Actinochloris, Alicorhagia, Aphis, Cedrus, Helianthus, Linum, Phacelia, Ranunculus, Taraxacum";"Lonchoptera, Mykophagophrys, Prodorylaimus, Seinura, Sminthurides, Willowsia, Monocystis, Bresslauides, Cephalobus, Epistylis, Eucephalobus, Heterophrys, Meseres, Mesorhabditis, Plectus, Prodesmodora, Thaumatomastix, Vermamoeba, Vorticellides, Amphileptus, Epispathidium, Fuscheria, Pratylenchoides, Robertus, Rhopalosiphum, Waitea, Aphanomyces, Woronina, Absidia, Auxarthron, Basidiobolus, Boudiera, Bullera, Catenaria, Cryphonectria, Dissophora, Hymenoscyphus, Hyphodiscus, Mucor, Occallatibacter, Orbicula, Peniophorella, Preussia, Acinetobacter, Altererythrobacter, Bacteriovorax, Crocinitomix, Fibrella, Janthinobacterium, Lysobacter, Methylophilus, Nannocystis, Sanguibacter, Stenotrophomonas, Syntrophobacter, Botryochloris, Bracteacoccus, Chlorella, Chlorellidium, Desmodesmus, Heterococcus, Nitzschia, Zea"
"1915";"none";"genus";"D+";"F-";"Bardeliella, Codosiga, Ecumenicus, Eumonhystera, Leptopharynx, Mesodorylaimus, Monosiga, Obertrumia, Paulinella, Saccamoeba, Tachysoma, Vexillifera, Zoothamnium, Isotoma, Tylencholaimus, Tyrophagus, Romanomermis, Trypanosoma, Amplimerlinius, Basiria, Boleodorus, Meloidogyne, Merlinius, Rotylenchulus, Rotylenchus, Tylenchus, Entyloma, Campanella, Fibrobacter, Guepiniopsis, Holophaga, Hyalorbilia, Hymenochaetopsis, Ignavibacterium, Melastiza, Panorbis, Pholiota, Porpoloma, Pyxidiophora, Saccharomyces, Serpula, Sphaerobolus, Sporobolomyces, Stephensia, Turneriella, Agromyces, Caenimonas, Catellatospora, Cenarchaeum, Clostridium, Dechloromonas, Desulfuromonas, Diaphorobacter, Magnetospirillum, Methylobacillus, Microlunatus, Micromonospora, Mycoplana, Nonomuraea, Paenibacillus, Paucimonas, Perlucidibaca, Phyllobacterium, Porphyrobacter, Rathayibacter, Rhodobium, Rhodococcus, Rhodopseudomonas, Skermanella, Solitalea, Sphaerobacter, Sphingosinicella, Staphylococcus, Thermaerobacter, Thermoanaerobacter, Verrucomicrobium, Protoribates, Tipula, Lumbricus, Satchellius, Actinochloris, Aphis, Canavalia, Cedrus, Chlamydomonas, Coelastrella, Klebsormidium, Linum, Phacelia, Polygonum, Ranunculus, Sorghum, Tribonema, Xanthonema";"Helicotylenchus, Heterodera, Phoma, Xiphinema, Choleva, Eosentomon, Folsomia, Isotomiella, Podura, Seira, Tetracanthella, Tripyla, Bastiania, Blepharisma, Bresslauides, Cephalobus, Eucephalobus, Heterophrys, Lacrymaria, Meseres, Mesorhabditis, Metateratocephalus, Oxytricha, Peregrinia, Plectus, Prodesmodora, Prorodon, Pseudoplatynematum, Siluania, Tetrahymena, Thaumatomastix, Amphileptus, Dileptus, Epispathidium, Neourostylopsis, Nygolaimus, Odontolaimus, Phialina, Spathidium, Platyreta, Cystobasidium, Olpidium, Ambispora, Archaeospora, Cetraspora, Claroideoglomus, Diversispora, Funneliformis, Glomus, Paraglomus, Rhizophagus, Scutellospora, Barynotus, Woronina, Absidia, Archaeorhizomyces, Asterostroma, Auxarthron, Basidiobolus, Catenaria, Dissophora, Geastrum, Halteromyces, Hodophilus, Mucor, Orbilia, Ramariopsis, Spizellomyces, Terracidiphilus, Altererythrobacter, Amphimallon, Bacteriovorax, Bellilinea, Blastochloris, Crocinitomix, Fibrella, Janthinobacterium, Kutzneria, Lysobacter, Nannocystis, Rickettsiella, Roseiarcus, Saccobolus, Variibacter, Bradysia, Campodea, Henlea, Liochthonius, Tectocepheus, Abies, Achillea, Cardamine, Cerastium, Chlorellidium, Euduboscquella, Pentapharsodinium, Prototheca, Stigmalychus, Trechus"
